"Line"
" 3:57:58 (lmgrd) TIMESTAMP 3/21/2021"
" 4:02:58 (ARCGIS) TIMESTAMP 3/21/2021"
" 9:58:02 (lmgrd) TIMESTAMP 3/21/2021"
" 9:26:13 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
" 9:26:13 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
" 9:39:34 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
" 9:39:34 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
" 9:58:48 (lmgrd) TIMESTAMP 3/29/2021"
"10:02:28 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"10:02:28 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"10:27:45 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"10:27:45 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"10:29:56 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"10:29:56 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"10:35:58 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"10:35:58 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"10:40:04 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"10:40:04 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"11:17:30 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"11:17:30 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"11:24:20 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"11:24:20 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"12:49:14 (ARCGIS) TIMESTAMP 3/29/2021"
"13:01:35 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"13:01:35 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"15:09:56 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"15:09:56 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"15:13:33 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"15:13:33 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"15:58:51 (lmgrd) TIMESTAMP 3/29/2021"
"16:38:38 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"16:38:38 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"16:38:38 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"16:38:38 (ARCGIS) DENIED: ""TIN"" guypare@DT-109590  (Licensed number of users already reached. (-4,342))"
"18:54:18 (ARCGIS) TIMESTAMP 3/29/2021"
